Delivery,Deliver Aeri's Note to Skald.,Aeri,Region Quests,The Pale Quests,Anga's Mill,Anga's Mill,
A Return To Your Roots,Aid in research in Blackreach.,Sinderion's Journal,Global Quests,Side Quests,,,
Amulet of the Moon,Find amulet for a caravan guard outside of Dawnstar or Riften.,Kharjo,Global Quests,Side Quests,,,
The Forgemaster's Fingers,"Find The Forgemaster's Fingers to gain favor with the Orcs.

This quest is only available if you are not an orc and have not completed any of the following quests:

Coated in Blood - Markarth
The Cursed Tribe - Largashbur
Fetch Book! - College of Winterhold
Kolskeggr Mine - Left Hand Mine
Sanuarach Mine - Karthwasten
Skilled Apprenticeship - Markarth
Mine Ore - Shor's Stone
Kindred Judgment - Dawnguard




",Any orc at any  orc stronghold,Global Quests,Side Quests,,,
Scare My Enemy,Assault a target.,Radient,Global Quests,Side Quests,,,
The Cursed Tribe,Type: Daedric     Site: Largashbur,,Global Quests,Level Dependent Quests,Level 9,,
A Daedra's Best Friend,Type: Daedric     Site: Falkreath,,Global Quests,Level Dependent Quests,Level 10,,
The Wolf Queen Awakened,Type: Side     Site: Solitude,,Global Quests,Level Dependent Quests,Level 10,,
The Break of Dawn,Type: Daedric     Site: Solitude,,Global Quests,Level Dependent Quests,Level 12,,
The Only Cure,Type: Daedric     Site: Markarth,,Global Quests,Level Dependent Quests,Level 14,,
Unfathomable Depths,Type: Side     Site: Riften,,Global Quests,Level Dependent Quests,Level 14,,
A Night To Remember,Type: Daedric     Site: Any Tavern,,Global Quests,Level Dependent Quests,Level 14,,
Pieces of the Past,Type: Daedric     Site: Dawnstar,,Global Quests,Level Dependent Quests,Level 20,,
The Whispering Door,Type: Daedric     Site: Whiterun,,Global Quests,Level Dependent Quests,Level 20,,
Boethiah's Calling,Type: Daedric     Site: Windhelm,,Global Quests,Level Dependent Quests,Level 30,,
"Eastmarch
N of Riften",Stony Creek Cave,,Global Quests,Stones of Barenziah,Stony Creek Cave,,
"Eastmarch
S of  Windhelm",Ansilvund,,Global Quests,Stones of Barenziah,Ansilvund,,
"Falkreath Hold
NNW of Falkreath",Sunderstone Gorge,,Global Quests,Stones of Barenziah,Sunderstone Gorge,,
"Falkreath Hold
W of Falkreath",Dark Brotherhood Sanctuary,,Global Quests,Stones of Barenziah,Dark Brotherhood Sanctuary,,
"Falkreath Hold
W of Helgen",Pinewatch,,Global Quests,Stones of Barenziah,Pinewatch,,
"Haafingar
N of Solitude",Dainty Sload,,Global Quests,Stones of Barenziah,Dainty Sload,,
"Haafingar
W of Solitude",Thalmor Embassy,,Global Quests,Stones of Barenziah,Thalmor Embassy,,
Markarth,The Treasury House,,Global Quests,Stones of Barenziah,The Treasury House - Markarth,,
Markarth,Understone Keep,,Global Quests,Stones of Barenziah,Understone Keep,,
Riften,Mistveil Keep,,Global Quests,Stones of Barenziah,Mistveil Keep,,
Solitude,Blue Palace,,Global Quests,Stones of Barenziah,Blue Palace,,
Solitude,Proudspire Manor,,Global Quests,Stones of Barenziah,Proudspire Manor  - Solitude,,
"The Reach
SSW of Markarth",Dead Crone Rock,,Global Quests,Stones of Barenziah,Dead Crone Rock,,
The Rift of Riften,Black-Briar Lodge,,Global Quests,Stones of Barenziah,Black-Briar Lodge,,
Whiterun,Hall of the Dead,,Global Quests,Stones of Barenziah,Hall of the Dead - Whiterun,,
Whiterun,Dragonsreach,,Global Quests,Stones of Barenziah,Dragonsreach,,
Whiterun,Jorrvaskr,,Global Quests,Stones of Barenziah,Jorrvaskr  - Whiterun,,
Whiterun Hold,Rannveig's Fast,,Global Quests,Stones of Barenziah,Rannveig's Fast,,
Whiterun Hold,Fellglow Keep,,Global Quests,Stones of Barenziah,Fellglow Keep,,
Windhelm,House of Clan Shatter-Shield,,Global Quests,Stones of Barenziah,House of Clan Shatter-Shield - Windhelm,,
Windhelm,Palace of the Kings,,Global Quests,Stones of Barenziah,Palace of the Kings,,
Winterhold,College of Winterhold,,Global Quests,Stones of Barenziah,College of Winterhold,,
"Winterhold
E of Dawnstar",Hob's Fall Cave,,Global Quests,Stones of Barenziah,Hob's Fall Cave,,
"Winterhold
ENE of Dawnstar",Yngvild,,Global Quests,Stones of Barenziah,Yngvild,,
Dawnguard,Join the Dawnguard.,Durak or Agmaer,Dawnguard Quests,Main Quest,,,
Awakening,Find out what the vampires are looking for.,Isran,Dawnguard Quests,Main Quest,,,
Bloodline,Choose your side!,Serana,Dawnguard Quests,Main Quest,,,
A New Order,Recruit Isran's old allies.,Isran,Dawnguard Quests,Main Quest,Join Dawnguard,,
Prophet,Find and rescue a Moth Priest.,Isran,Dawnguard Quests,Main Quest,Join Dawnguard,,
The Bloodstone Chalice,Fill the Bloodstone Chalice from the Bloodspring at Redwater Den.,Garan Marethi,Dawnguard Quests,Main Quest,Join Vampires,,
Prophet,Locate a Moth Priest.,Lord Harkon,Dawnguard Quests,Main Quest,Join Vampires,,
Chasing Echoes,Explore Castle Volkihar.,Serana,Dawnguard Quests,Main Quest,,,
Scroll Scouting,Obtain all three Elder Scrolls.,Dexion Evicus,Dawnguard Quests,Main Quest,,,
Beyond Death,Search for Valerica in the Soul Cairn.,Serana,Dawnguard Quests,Main Quest,,,
Seeking Disclosure,Bring the Elder Scrolls to Dexion.,Harkon or Isran,Dawnguard Quests,Main Quest,,,
Unseen Visions,Perform a ceremony to read the Elder Scroll.,Dexion Evicus,Dawnguard Quests,Main Quest,,,
Touching the Sky,Find and retrieve Auriel's Bow.,Serana,Dawnguard Quests,Main Quest,,,
Kindred Judgment,Confront Lord Harkon.,Serana,Dawnguard Quests,Main Quest,,,
Durnehviir,Learn a dragon shout from Durnehviir.,Durnehviir,Dawnguard Quests,Side Quests,,,
Forgotten Vale Books Quest,Find the Ancient Falmer Tome.,"Urag
gro-Shub",Dawnguard Quests,Side Quests,,,
Impatience of a Saint,Collect the ten missing pages of Saint Jiub's Opus.,Soul of Jiub,Dawnguard Quests,Side Quests,,,
Lost to the Ages,Search for the Dwemer's Aetherium Forge.,Enter Arkngthamz,Dawnguard Quests,Side Quests,,,
Soul Cairn Horse Quest,Find Arvak's skull.,Soul,Dawnguard Quests,Side Quests,,,
Surgery,Change your appearance.,Rumors,Dawnguard Quests,Side Quests,,,
Ancient Technology,Retrieve Dwemer schematics to improve technology.,Sorine Jurard,Dawnguard Quests,Faction Side Quests,Dawnguard,,
Bolstering the Ranks,Find Florentius Baenius and recruit him into the Dawnguard.,Sorine Jurard,Dawnguard Quests,Faction Side Quests,Dawnguard,,
Cleansing Light,Kill the boss of a vampire lair.,Gunmar,Dawnguard Quests,Faction Side Quests,Dawnguard,,
Hide and Seek,Kill a vampire masquerading as a citizen.,Gunmar,Dawnguard Quests,Faction Side Quests,Dawnguard,,
Hunting the Monster,Destroy the vampire target.,Gunmar,Dawnguard Quests,Faction Side Quests,Dawnguard,,
A Jarl's Justice,Kill a vampire masquerading as a visiting advisor.,Isran,Dawnguard Quests,Faction Side Quests,Dawnguard,,
Lost Relic,Retrieve a relic of the original Dawnguard.,Florentius Baenius,Dawnguard Quests,Faction Side Quests,Dawnguard,,
Preemptive Strike,Destroy the vampire before it turns its allies.,Gunmar,Dawnguard Quests,Faction Side Quests,Dawnguard,,
Rescue,Rescue a victim from vampires.,Florentius Baenius,Dawnguard Quests,Faction Side Quests,Dawnguard,,
Amulets of Night Power,Retrieve the Amulets of Night Power.,Feran Sadri,Dawnguard Quests,Faction Side Quests,Vampire,,
Ancient Power,Retrieve vampire parts.,Feran Sadri,Dawnguard Quests,Faction Side Quests,Vampire,,
Culling the Beast,Kill the thin-blooded vampires.,Fura or Garan,Dawnguard Quests,Faction Side Quests,Vampire,,
Deceiving the Herd,Frame the Dawnguard for murder.,Feran Sadri,Dawnguard Quests,Faction Side Quests,Vampire,,
Destroying the Dawnguard,Kill the Dawnguard leaders.,Fura or Garan,Dawnguard Quests,Faction Side Quests,Vampire,,
The Gift,Turn your spouse into a creature of the night.,Vingalmo,Dawnguard Quests,Faction Side Quests,Vampire,,
The Hunt,Kill the Dawnguard spy.,Fura or Garan,Dawnguard Quests,Faction Side Quests,Vampire,,
New Allegiances,Turn the target into a vampire.,Vingalmo,Dawnguard Quests,Faction Side Quests,Vampire,,
Protecting the Bloodline,Destroy a vampire before it turns its allies.,Fura or Garan,Dawnguard Quests,Faction Side Quests,Vampire,,
Rings of Blood Magic,Retrieve the Ring of the Erudite and the Ring of the Beast.,Feran Sadri,Dawnguard Quests,Faction Side Quests,Vampire,,
Dragonborn,Travel to the island of Solstheim.,,Dragonborn Quests,Main Quest,,,
The Temple of Miraak,Uncover the source of Miraak's power in the Temple of Miraak.,Frea,Dragonborn Quests,Main Quest,,,
The Fate of the Skaal,Find a way to free the citizens of Skaal Village.,Frea,Dragonborn Quests,Main Quest,,,
Cleansing the Stones,Use the Bend Will shout to cleanse the remaining All-Maker Stones.,"Storn
Crag-Strider",Dragonborn Quests,Main Quest,,,
The Path of Knowledge,Discover the locations of the Black Books.,"Storn
Crag-Strider",Dragonborn Quests,Main Quest,,,
The Gardener of Men,Travel to the realm of Hermaeus Mora to learn the rest of Bend Will.,,Dragonborn Quests,Main Quest,,,
At the Summit of Apocrypha,Confront Miraak at the summit of Apocrypha.,Frea,Dragonborn Quests,Main Quest,,,
Black Book: Filament & Filigree,Learn the Black Book's knowledge.,Read book,Dragonborn Quests,Black Books,,,
Black Book: The Hidden Twilight,Learn the Black Book's knowledge.,Read book,Dragonborn Quests,Black Books,,,
Black Book: The Sallow Regent,Learn the Black Book's knowledge.,Read book,Dragonborn Quests,Black Books,,,
Black Book: The Winds of Change,Learn the Black Book's knowledge.,Read book,Dragonborn Quests,Black Books,,,
Black Book: Untold Legends,Learn the Black Book's knowledge.,Read book,Dragonborn Quests,Black Books,,,
Black Book,Retrieve a Black Book.,Madman,Dragonborn Quests,Other Quests,,,
Deathbrand,Find the treasure of Haknir Death-Brand.,Read Deathbrand,Dragonborn Quests,Other Quests,,,
Hrodulf's House,Uncover the secret of Hrodulf's House.,,Dragonborn Quests,Other Quests,,,
Kolbjorn Barrow Misc Objectives,Search for the relics of Ahzidal in Kolbjorn Barrow.,Ralis Sedarys,Dragonborn Quests,Other Quests,,,
Sell Stalhrim Equipment,Sell stalhrim equipment to Ancarion at Northshore Landing.,Ancarion,Dragonborn Quests,Other Quests,,,
Summoning Karstaag,Summon and defeat Karstaag.,,Dragonborn Quests,Other Quests,,,
The Ebony Warrior,Locate and defeat the Ebony Warrior.,Ebony Warrior,Dragonborn Quests,Other Quests,,,
The Kagrumez Gauntlet,Survive the Kagrumez trials to claim a unique prize.,,Dragonborn Quests,Other Quests,,,
Unearthed,Search for the relics of Ahzidal in Kolbjorn Barrow.,Ralis Sedarys,Dragonborn Quests,Other Quests,,,
Visit the hunters at Frostmoon Crag,Talk to the hunters at Frostmoon Crag.,Geldis Sadri,Dragonborn Quests,Other Quests,,,
An Axe to Find,Retrieve an ancient Nordic pickaxe.,Glover Mallory,Dragonborn Quests,Raven Rock Quests,,,
Clean Sweep,Clear the Temple Ancestral Tomb of ash spawn.,Elder Othreloth,Dragonborn Quests,Raven Rock Quests,,,
Feeding the Addiction,Convince an innkeeper to let a drunken miner get back to the bar.,Bralsa Drel,Dragonborn Quests,Raven Rock Quests,,,
Fetch the Netch,Obtain five samples of netch jelly.,Milore Lenth,Dragonborn Quests,Raven Rock Quests,,,
First Edition,Locate an important folio.,Cindiri Arano,Dragonborn Quests,Raven Rock Quests,,,
It's All In The Taste,Distribute Sadri's Sujamma to the citizens of Raven Rock.,Geldis Sadri,Dragonborn Quests,Raven Rock Quests,,,
March of the Dead,Stop the ash spawn attacks.,Captain Veleth,Dragonborn Quests,Raven Rock Quests,,,
Paid in Full,Recover bonemold formula.,Glover Mallory,Dragonborn Quests,Raven Rock Quests,,,
Pain in the Necklace,Find East Empire pendants.,Fethis Alor‎,Dragonborn Quests,Raven Rock Quests,,,
Recipe for Distraction,Locate a hidden stash of Emberbrand Wine.,Captain Veleth,Dragonborn Quests,Raven Rock Quests,,,
Served Cold,Save Councilor Morvayn from an assassination plot.,Captain Veleth,Dragonborn Quests,Raven Rock Quests,,,
The Final Descent,Find out what happened to the great-grandfather of Crescius Caerellius.,Crescius Caerellius,Dragonborn Quests,Raven Rock Quests,,,
A New Source of Stalhrim,Find a missing blacksmith.,Deor Woodcutter,Dragonborn Quests,Skaal Village Quests,,,
Convince Nikulas to stay in Skaal Village,Counsel a young Skaal on life as an adventurer.,Edla,Dragonborn Quests,Skaal Village Quests,,,
Filial Bonds,Find Wulf Wild-Blood's brother.,Wulf Wild-Blood,Dragonborn Quests,Skaal Village Quests,,,
Lost Legacy,Travel to Vahlok's Tomb.,Tharstan,Dragonborn Quests,Skaal Village Quests,,,
Skaal Village Dialogue,Take Bera's necklace to Runil in Falkreath.,Morwen,Dragonborn Quests,Skaal Village Quests,,,
Elmus Favor Quest (berries),Retrieve one sample of juniper berries.,Elmus,Dragonborn Quests,Thirsk Quests,,,
Elmus Favor Quest (mead),Retrieve one bottle of Ashfire Mead for Elmus.,Elmus,Dragonborn Quests,Thirsk Quests,,,
Halbarn Favor Quest,"Find 10 stalhrim samples and 
15 ebony ingots.",Halbarn Iron-Fur,Dragonborn Quests,Thirsk Quests,,,
Hilund Favor Quest,Find 50 Riekling spears for Hilund.,Hilund,Dragonborn Quests,Thirsk Quests,,,
Retaking Thirsk,Help retake the Thirsk Mead Hall.,Bujold the Unworthy,Dragonborn Quests,Thirsk Quests,,,
The Chief of Thirsk Hall,Help a Riekling Chief.,Riekling Chief,Dragonborn Quests,Thirsk Quests,,,
Thirsk Rumors,Investigate Thirsk Mead Hall.,,Dragonborn Quests,Thirsk Quests,,,
A New Debt,Help Drovas Relvi with his debt to Mogrul.,Mogrul,Dragonborn Quests,Tel Mithryn Quests,,,
Azra's Staffs,Retrieve a staff made by Azra Nightwielder.,Neloth,Dragonborn Quests,Tel Mithryn Quests,,,
Briarheart Necropsy,Examine a Briarheart.,Neloth,Dragonborn Quests,Tel Mithryn Quests,,,
Experimental Subject (A),Be a test subject in an experiment.,Neloth,Dragonborn Quests,Tel Mithryn Quests,,,
Experimental Subject (B),Be a test subject in an experiment.,Neloth,Dragonborn Quests,Tel Mithryn Quests,,,
From the Ashes,Help Talvas Fathryon by killing an ash guardian.,Talvas Fathryon,Dragonborn Quests,Tel Mithryn Quests,,,
Healing a House,Help Elynea Mothren repair the tower of Tel Mithryn.,Elynea Mothren,Dragonborn Quests,Tel Mithryn Quests,,,
Heart Stones,Find a heart stone for Neloth.,Neloth,Dragonborn Quests,Tel Mithryn Quests,,,
Hunting and Gathering,Collect a rare alchemy ingredient.,Elynea Mothren,Dragonborn Quests,Tel Mithryn Quests,,,
Lost Knowledge,Retrieve the Black Books for Neloth.,Neloth,Dragonborn Quests,Tel Mithryn Quests,,,
Old Friends,Find the source of attacks on Tel Mithryn.,Neloth,Dragonborn Quests,Tel Mithryn Quests,,,
Reluctant Steward,Find a new steward in Raven Rock.,Neloth,Dragonborn Quests,Tel Mithryn Quests,,,
Telvanni Research,Extract a sample from an ash spawn for Neloth's research.,Neloth,Dragonborn Quests,Tel Mithryn Quests,,,
Wind and Sand,Retrieve a copy of Wind and Sand.,Neloth,Dragonborn Quests,Tel Mithryn Quests,,,
